"Datenbasis";"Wirtschaftszweig (WZ2008)";"Berichtsjahr";"Region";"Beschäftigtengrößenklassen";"Zählen";
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61329 Märkische Heide";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61329 Märkische Heide";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61329 Märkische Heide";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61329 Märkische Heide";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61332 Mittenwalde, Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61332 Mittenwalde, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61332 Mittenwalde, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61332 Mittenwalde, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61344 Münchehofe";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61344 Münchehofe";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61344 Münchehofe";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61344 Münchehofe";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61352 Neu Zauche";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61352 Neu Zauche";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61352 Neu Zauche";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61352 Neu Zauche";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61405 Rietzneuendorf-Staakow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61405 Rietzneuendorf-Staakow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61405 Rietzneuendorf-Staakow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61405 Rietzneuendorf-Staakow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61428 Schlepzig";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61428 Schlepzig";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61428 Schlepzig";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61428 Schlepzig";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61433 Schönefeld";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61433 Schönefeld";"10  bis   49";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61433 Schönefeld";"50  bis 249";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61433 Schönefeld";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61435 Schönwald";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61435 Schönwald";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61435 Schönwald";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61435 Schönwald";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61444 Schulzendorf";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61444 Schulzendorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61444 Schulzendorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61444 Schulzendorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61448 Schwerin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61448 Schwerin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61448 Schwerin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61448 Schwerin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61450 Schwielochsee";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61450 Schwielochsee";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61450 Schwielochsee";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61450 Schwielochsee";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61470 Spreewaldheide";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61470 Spreewaldheide";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61470 Spreewaldheide";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61470 Spreewaldheide";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61471 Steinreich";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61471 Steinreich";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61471 Steinreich";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61471 Steinreich";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61476 Straupitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61476 Straupitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61476 Straupitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61476 Straupitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61492 Teupitz, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61492 Teupitz, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61492 Teupitz, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61492 Teupitz, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61510 Unterspreewald";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61510 Unterspreewald";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61510 Unterspreewald";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61510 Unterspreewald";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61540 Wildau";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61540 Wildau";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61540 Wildau";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61540 Wildau";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61572 Zeuthen";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61572 Zeuthen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61572 Zeuthen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"61572 Zeuthen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62024 Bad Liebenwerda, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62024 Bad Liebenwerda, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62024 Bad Liebenwerda, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62024 Bad Liebenwerda, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62088 Crinitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62088 Crinitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62088 Crinitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62088 Crinitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62092 Doberlug-Kirchhain, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62092 Doberlug-Kirchhain, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62092 Doberlug-Kirchhain, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62092 Doberlug-Kirchhain, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62124 Elsterwerda, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62124 Elsterwerda, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62124 Elsterwerda, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62124 Elsterwerda, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62128 Falkenberg/Elster, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62128 Falkenberg/Elster, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62128 Falkenberg/Elster, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62128 Falkenberg/Elster, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62134 Fichtwald";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62134 Fichtwald";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62134 Fichtwald";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62134 Fichtwald";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62140 Finsterwalde, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62140 Finsterwalde, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62140 Finsterwalde, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62140 Finsterwalde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62177 Gorden-Staupitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62177 Gorden-Staupitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62177 Gorden-Staupitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62177 Gorden-Staupitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62196 Gröden";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62196 Gröden";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62196 Gröden";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62196 Gröden";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62208 Großthiemig";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62208 Großthiemig";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62208 Großthiemig";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62208 Großthiemig";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62219 Heideland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62219 Heideland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62219 Heideland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62219 Heideland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62224 Herzberg (Elster), Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62224 Herzberg (Elster), Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62224 Herzberg (Elster), Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62224 Herzberg (Elster), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62232 Hirschfeld";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62232 Hirschfeld";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62232 Hirschfeld";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62232 Hirschfeld";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62237 Hohenbucko";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62237 Hohenbucko";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62237 Hohenbucko";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62237 Hohenbucko";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62240 Hohenleipisch";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62240 Hohenleipisch";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62240 Hohenleipisch";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62240 Hohenleipisch";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62282 Kremitzaue";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62282 Kremitzaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62282 Kremitzaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62282 Kremitzaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62289 Lebusa";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62289 Lebusa";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62289 Lebusa";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62289 Lebusa";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62293 Lichterfeld-Schacksdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62293 Lichterfeld-Schacksdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62293 Lichterfeld-Schacksdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62293 Lichterfeld-Schacksdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62333 Massen-Niederlausitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62333 Massen-Niederlausitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62333 Massen-Niederlausitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62333 Massen-Niederlausitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62336 Merzdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62336 Merzdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62336 Merzdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62336 Merzdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62341 Mühlberg/Elbe, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62341 Mühlberg/Elbe, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62341 Mühlberg/Elbe, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62341 Mühlberg/Elbe, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62372 Plessa";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62372 Plessa";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62372 Plessa";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62372 Plessa";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62410 Röderland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62410 Röderland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62410 Röderland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62410 Röderland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62417 Rückersdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62417 Rückersdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62417 Rückersdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62417 Rückersdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62425 Sallgast";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62425 Sallgast";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62425 Sallgast";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62425 Sallgast";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62440 Schilda";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62440 Schilda";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62440 Schilda";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62440 Schilda";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62445 Schlieben, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62445 Schlieben, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62445 Schlieben, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62445 Schlieben, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62453 Schönborn";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62453 Schönborn";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62453 Schönborn";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62453 Schönborn";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62461 Schönewalde, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62461 Schönewalde, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62461 Schönewalde, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62461 Schönewalde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62464 Schraden";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62464 Schraden";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62464 Schraden";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62464 Schraden";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62469 Sonnewalde, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62469 Sonnewalde, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62469 Sonnewalde, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62469 Sonnewalde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62492 Tröbitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62492 Tröbitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62492 Tröbitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62492 Tröbitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62500 Uebigau-Wahrenbrück, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62500 Uebigau-Wahrenbrück, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62500 Uebigau-Wahrenbrück, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"62500 Uebigau-Wahrenbrück, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63036 Brieselang";"0  bis     9";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63036 Brieselang";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63036 Brieselang";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63036 Brieselang";"250 und mehr";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63056 Dallgow-Döberitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63056 Dallgow-Döberitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63056 Dallgow-Döberitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63056 Dallgow-Döberitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63080 Falkensee, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63080 Falkensee, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63080 Falkensee, Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63080 Falkensee, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63088 Friesack, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63088 Friesack, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63088 Friesack, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63088 Friesack, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63094 Gollenberg";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63094 Gollenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63094 Gollenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63094 Gollenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63112 Großderschau";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63112 Großderschau";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63112 Großderschau";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63112 Großderschau";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63134 Havelaue";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63134 Havelaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63134 Havelaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63134 Havelaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63142 Wiesenaue";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63142 Wiesenaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63142 Wiesenaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63142 Wiesenaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63148 Ketzin/Havel, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63148 Ketzin/Havel, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63148 Ketzin/Havel, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63148 Ketzin/Havel, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63161 Kleßen-Görne";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63161 Kleßen-Görne";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63161 Kleßen-Görne";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63161 Kleßen-Görne";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63165 Kotzen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63165 Kotzen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63165 Kotzen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63165 Kotzen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63186 Märkisch Luch";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63186 Märkisch Luch";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63186 Märkisch Luch";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63186 Märkisch Luch";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63189 Milower Land";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63189 Milower Land";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63189 Milower Land";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63189 Milower Land";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2018";"63202 Mühlenberge";"0  bis     9";-;
