"Datenbasis";"Berichtsjahr";"Region";"Beschäftigtengrößenklassen";"Zählen";
"Anzahl  Niederlassungen";"2014";"69485 Rabenstein/Fläming";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"69537 Rosenau";"0  bis     9";25;
"Anzahl  Niederlassungen";"2014";"69537 Rosenau";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"69537 Rosenau";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"69537 Rosenau";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"69541 Roskow";"0  bis     9";42;
"Anzahl  Niederlassungen";"2014";"69541 Roskow";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"69541 Roskow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"69541 Roskow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"69590 Schwielowsee";"0  bis     9";505;
"Anzahl  Niederlassungen";"2014";"69590 Schwielowsee";"10  bis   49";30;
"Anzahl  Niederlassungen";"2014";"69590 Schwielowsee";"50  bis 249";5;
"Anzahl  Niederlassungen";"2014";"69590 Schwielowsee";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"69596 Seddiner See";"0  bis     9";133;
"Anzahl  Niederlassungen";"2014";"69596 Seddiner See";"10  bis   49";19;
"Anzahl  Niederlassungen";"2014";"69596 Seddiner See";"50  bis 249";5;
"Anzahl  Niederlassungen";"2014";"69596 Seddiner See";"250 und mehr";1;
"Anzahl  Niederlassungen";"2014";"69604 Stahnsdorf";"0  bis     9";823;
"Anzahl  Niederlassungen";"2014";"69604 Stahnsdorf";"10  bis   49";48;
"Anzahl  Niederlassungen";"2014";"69604 Stahnsdorf";"50  bis 249";11;
"Anzahl  Niederlassungen";"2014";"69604 Stahnsdorf";"250 und mehr";4;
"Anzahl  Niederlassungen";"2014";"69616 Teltow, Stadt";"0  bis     9";1041;
"Anzahl  Niederlassungen";"2014";"69616 Teltow, Stadt";"10  bis   49";125;
"Anzahl  Niederlassungen";"2014";"69616 Teltow, Stadt";"50  bis 249";33;
"Anzahl  Niederlassungen";"2014";"69616 Teltow, Stadt";"250 und mehr";5;
"Anzahl  Niederlassungen";"2014";"69632 Treuenbrietzen, Stadt";"0  bis     9";300;
"Anzahl  Niederlassungen";"2014";"69632 Treuenbrietzen, Stadt";"10  bis   49";31;
"Anzahl  Niederlassungen";"2014";"69632 Treuenbrietzen, Stadt";"50  bis 249";4;
"Anzahl  Niederlassungen";"2014";"69632 Treuenbrietzen, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2014";"69648 Wenzlow";"0  bis     9";18;
"Anzahl  Niederlassungen";"2014";"69648 Wenzlow";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"69648 Wenzlow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"69648 Wenzlow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"69656 Werder (Havel), Stadt";"0  bis     9";1156;
"Anzahl  Niederlassungen";"2014";"69656 Werder (Havel), Stadt";"10  bis   49";105;
"Anzahl  Niederlassungen";"2014";"69656 Werder (Havel), Stadt";"50  bis 249";19;
"Anzahl  Niederlassungen";"2014";"69656 Werder (Havel), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"69665 Wiesenburg/Mark";"0  bis     9";154;
"Anzahl  Niederlassungen";"2014";"69665 Wiesenburg/Mark";"10  bis   49";20;
"Anzahl  Niederlassungen";"2014";"69665 Wiesenburg/Mark";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"69665 Wiesenburg/Mark";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"69680 Wollin";"0  bis     9";28;
"Anzahl  Niederlassungen";"2014";"69680 Wollin";"10  bis   49";3;
"Anzahl  Niederlassungen";"2014";"69680 Wollin";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"69680 Wollin";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"69688 Wusterwitz";"0  bis     9";135;
"Anzahl  Niederlassungen";"2014";"69688 Wusterwitz";"10  bis   49";3;
"Anzahl  Niederlassungen";"2014";"69688 Wusterwitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"69688 Wusterwitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"69696 Ziesar, Stadt";"0  bis     9";116;
"Anzahl  Niederlassungen";"2014";"69696 Ziesar, Stadt";"10  bis   49";16;
"Anzahl  Niederlassungen";"2014";"69696 Ziesar, Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"69696 Ziesar, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70008 Bad Wilsnack, Stadt";"0  bis     9";121;
"Anzahl  Niederlassungen";"2014";"70008 Bad Wilsnack, Stadt";"10  bis   49";21;
"Anzahl  Niederlassungen";"2014";"70008 Bad Wilsnack, Stadt";"50  bis 249";8;
"Anzahl  Niederlassungen";"2014";"70008 Bad Wilsnack, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70028 Berge";"0  bis     9";29;
"Anzahl  Niederlassungen";"2014";"70028 Berge";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"70028 Berge";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70028 Berge";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70052 Breese";"0  bis     9";46;
"Anzahl  Niederlassungen";"2014";"70052 Breese";"10  bis   49";4;
"Anzahl  Niederlassungen";"2014";"70052 Breese";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70052 Breese";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70060 Cumlosen";"0  bis     9";27;
"Anzahl  Niederlassungen";"2014";"70060 Cumlosen";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"70060 Cumlosen";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70060 Cumlosen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70096 Gerdshagen";"0  bis     9";20;
"Anzahl  Niederlassungen";"2014";"70096 Gerdshagen";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"70096 Gerdshagen";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70096 Gerdshagen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70125 Groß Pankow (Prignitz)";"0  bis     9";95;
"Anzahl  Niederlassungen";"2014";"70125 Groß Pankow (Prignitz)";"10  bis   49";9;
"Anzahl  Niederlassungen";"2014";"70125 Groß Pankow (Prignitz)";"50  bis 249";2;
"Anzahl  Niederlassungen";"2014";"70125 Groß Pankow (Prignitz)";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70145 Gülitz-Reetz";"0  bis     9";13;
"Anzahl  Niederlassungen";"2014";"70145 Gülitz-Reetz";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"70145 Gülitz-Reetz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70145 Gülitz-Reetz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70149 Gumtow";"0  bis     9";115;
"Anzahl  Niederlassungen";"2014";"70149 Gumtow";"10  bis   49";5;
"Anzahl  Niederlassungen";"2014";"70149 Gumtow";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"70149 Gumtow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70153 Halenbeck-Rohlsdorf";"0  bis     9";15;
"Anzahl  Niederlassungen";"2014";"70153 Halenbeck-Rohlsdorf";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"70153 Halenbeck-Rohlsdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70153 Halenbeck-Rohlsdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70173 Karstädt";"0  bis     9";233;
"Anzahl  Niederlassungen";"2014";"70173 Karstädt";"10  bis   49";24;
"Anzahl  Niederlassungen";"2014";"70173 Karstädt";"50  bis 249";5;
"Anzahl  Niederlassungen";"2014";"70173 Karstädt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70222 Kümmernitztal";"0  bis     9";9;
"Anzahl  Niederlassungen";"2014";"70222 Kümmernitztal";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"70222 Kümmernitztal";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70222 Kümmernitztal";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70236 Lanz";"0  bis     9";27;
"Anzahl  Niederlassungen";"2014";"70236 Lanz";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"70236 Lanz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70236 Lanz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70241 Legde/Quitzöbel";"0  bis     9";22;
"Anzahl  Niederlassungen";"2014";"70241 Legde/Quitzöbel";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"70241 Legde/Quitzöbel";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70241 Legde/Quitzöbel";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70244 Lenzen (Elbe), Stadt";"0  bis     9";107;
"Anzahl  Niederlassungen";"2014";"70244 Lenzen (Elbe), Stadt";"10  bis   49";8;
"Anzahl  Niederlassungen";"2014";"70244 Lenzen (Elbe), Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"70244 Lenzen (Elbe), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70246 Lenzerwische";"0  bis     9";15;
"Anzahl  Niederlassungen";"2014";"70246 Lenzerwische";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"70246 Lenzerwische";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70246 Lenzerwische";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70266 Marienfließ";"0  bis     9";32;
"Anzahl  Niederlassungen";"2014";"70266 Marienfließ";"10  bis   49";4;
"Anzahl  Niederlassungen";"2014";"70266 Marienfließ";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70266 Marienfließ";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70280 Meyenburg, Stadt";"0  bis     9";95;
"Anzahl  Niederlassungen";"2014";"70280 Meyenburg, Stadt";"10  bis   49";8;
"Anzahl  Niederlassungen";"2014";"70280 Meyenburg, Stadt";"50  bis 249";2;
"Anzahl  Niederlassungen";"2014";"70280 Meyenburg, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2014";"70296 Perleberg, Stadt";"0  bis     9";555;
"Anzahl  Niederlassungen";"2014";"70296 Perleberg, Stadt";"10  bis   49";65;
"Anzahl  Niederlassungen";"2014";"70296 Perleberg, Stadt";"50  bis 249";13;
"Anzahl  Niederlassungen";"2014";"70296 Perleberg, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2014";"70300 Pirow";"0  bis     9";19;
"Anzahl  Niederlassungen";"2014";"70300 Pirow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"70300 Pirow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70300 Pirow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70302 Plattenburg";"0  bis     9";111;
"Anzahl  Niederlassungen";"2014";"70302 Plattenburg";"10  bis   49";9;
"Anzahl  Niederlassungen";"2014";"70302 Plattenburg";"50  bis 249";2;
"Anzahl  Niederlassungen";"2014";"70302 Plattenburg";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70316 Pritzwalk, Stadt";"0  bis     9";482;
"Anzahl  Niederlassungen";"2014";"70316 Pritzwalk, Stadt";"10  bis   49";69;
"Anzahl  Niederlassungen";"2014";"70316 Pritzwalk, Stadt";"50  bis 249";19;
"Anzahl  Niederlassungen";"2014";"70316 Pritzwalk, Stadt";"250 und mehr";2;
"Anzahl  Niederlassungen";"2014";"70325 Putlitz, Stadt";"0  bis     9";105;
"Anzahl  Niederlassungen";"2014";"70325 Putlitz, Stadt";"10  bis   49";12;
"Anzahl  Niederlassungen";"2014";"70325 Putlitz, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70325 Putlitz, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70348 Rühstädt";"0  bis     9";23;
"Anzahl  Niederlassungen";"2014";"70348 Rühstädt";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"70348 Rühstädt";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70348 Rühstädt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70393 Triglitz";"0  bis     9";13;
"Anzahl  Niederlassungen";"2014";"70393 Triglitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"70393 Triglitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"70393 Triglitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70416 Weisen";"0  bis     9";38;
"Anzahl  Niederlassungen";"2014";"70416 Weisen";"10  bis   49";4;
"Anzahl  Niederlassungen";"2014";"70416 Weisen";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"70416 Weisen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"70424 Wittenberge, Stadt";"0  bis     9";600;
"Anzahl  Niederlassungen";"2014";"70424 Wittenberge, Stadt";"10  bis   49";88;
"Anzahl  Niederlassungen";"2014";"70424 Wittenberge, Stadt";"50  bis 249";15;
"Anzahl  Niederlassungen";"2014";"70424 Wittenberge, Stadt";"250 und mehr";3;
"Anzahl  Niederlassungen";"2014";"71028 Briesen";"0  bis     9";27;
"Anzahl  Niederlassungen";"2014";"71028 Briesen";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"71028 Briesen";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71028 Briesen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71032 Burg (Spreewald)";"0  bis     9";309;
"Anzahl  Niederlassungen";"2014";"71032 Burg (Spreewald)";"10  bis   49";26;
"Anzahl  Niederlassungen";"2014";"71032 Burg (Spreewald)";"50  bis 249";6;
"Anzahl  Niederlassungen";"2014";"71032 Burg (Spreewald)";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71041 Dissen-Striesow";"0  bis     9";34;
"Anzahl  Niederlassungen";"2014";"71041 Dissen-Striesow";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"71041 Dissen-Striesow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71041 Dissen-Striesow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71044 Döbern, Stadt";"0  bis     9";133;
"Anzahl  Niederlassungen";"2014";"71044 Döbern, Stadt";"10  bis   49";9;
"Anzahl  Niederlassungen";"2014";"71044 Döbern, Stadt";"50  bis 249";2;
"Anzahl  Niederlassungen";"2014";"71044 Döbern, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71052 Drachhausen";"0  bis     9";32;
"Anzahl  Niederlassungen";"2014";"71052 Drachhausen";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"71052 Drachhausen";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71052 Drachhausen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71057 Drebkau, Stadt";"0  bis     9";184;
"Anzahl  Niederlassungen";"2014";"71057 Drebkau, Stadt";"10  bis   49";15;
"Anzahl  Niederlassungen";"2014";"71057 Drebkau, Stadt";"50  bis 249";3;
"Anzahl  Niederlassungen";"2014";"71057 Drebkau, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71060 Drehnow";"0  bis     9";18;
"Anzahl  Niederlassungen";"2014";"71060 Drehnow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"71060 Drehnow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71060 Drehnow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71074 Felixsee";"0  bis     9";64;
"Anzahl  Niederlassungen";"2014";"71074 Felixsee";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"71074 Felixsee";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71074 Felixsee";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71076 Forst (Lausitz), Stadt";"0  bis     9";669;
"Anzahl  Niederlassungen";"2014";"71076 Forst (Lausitz), Stadt";"10  bis   49";56;
"Anzahl  Niederlassungen";"2014";"71076 Forst (Lausitz), Stadt";"50  bis 249";9;
"Anzahl  Niederlassungen";"2014";"71076 Forst (Lausitz), Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2014";"71153 Groß Schacksdorf-Simmersdorf";"0  bis     9";28;
"Anzahl  Niederlassungen";"2014";"71153 Groß Schacksdorf-Simmersdorf";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"71153 Groß Schacksdorf-Simmersdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71153 Groß Schacksdorf-Simmersdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71160 Guben, Stadt";"0  bis     9";621;
"Anzahl  Niederlassungen";"2014";"71160 Guben, Stadt";"10  bis   49";58;
"Anzahl  Niederlassungen";"2014";"71160 Guben, Stadt";"50  bis 249";11;
"Anzahl  Niederlassungen";"2014";"71160 Guben, Stadt";"250 und mehr";3;
"Anzahl  Niederlassungen";"2014";"71164 Guhrow";"0  bis     9";26;
"Anzahl  Niederlassungen";"2014";"71164 Guhrow";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"71164 Guhrow";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"71164 Guhrow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71176 Heinersbrück";"0  bis     9";19;
"Anzahl  Niederlassungen";"2014";"71176 Heinersbrück";"10  bis   49";3;
"Anzahl  Niederlassungen";"2014";"71176 Heinersbrück";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71176 Heinersbrück";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71185 Hornow-Wadelsdorf";"0  bis     9";24;
"Anzahl  Niederlassungen";"2014";"71185 Hornow-Wadelsdorf";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"71185 Hornow-Wadelsdorf";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"71185 Hornow-Wadelsdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71189 Jämlitz-Klein Düben";"0  bis     9";11;
"Anzahl  Niederlassungen";"2014";"71189 Jämlitz-Klein Düben";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"71189 Jämlitz-Klein Düben";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71189 Jämlitz-Klein Düben";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71193 Jänschwalde";"0  bis     9";46;
"Anzahl  Niederlassungen";"2014";"71193 Jänschwalde";"10  bis   49";3;
"Anzahl  Niederlassungen";"2014";"71193 Jänschwalde";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71193 Jänschwalde";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71244 Kolkwitz";"0  bis     9";450;
"Anzahl  Niederlassungen";"2014";"71244 Kolkwitz";"10  bis   49";55;
"Anzahl  Niederlassungen";"2014";"71244 Kolkwitz";"50  bis 249";5;
"Anzahl  Niederlassungen";"2014";"71244 Kolkwitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71294 Neiße-Malxetal";"0  bis     9";44;
"Anzahl  Niederlassungen";"2014";"71294 Neiße-Malxetal";"10  bis   49";4;
"Anzahl  Niederlassungen";"2014";"71294 Neiße-Malxetal";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71294 Neiße-Malxetal";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71301 Neuhausen/Spree";"0  bis     9";179;
"Anzahl  Niederlassungen";"2014";"71301 Neuhausen/Spree";"10  bis   49";11;
"Anzahl  Niederlassungen";"2014";"71301 Neuhausen/Spree";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71301 Neuhausen/Spree";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71304 Peitz, Stadt";"0  bis     9";210;
"Anzahl  Niederlassungen";"2014";"71304 Peitz, Stadt";"10  bis   49";33;
"Anzahl  Niederlassungen";"2014";"71304 Peitz, Stadt";"50  bis 249";5;
"Anzahl  Niederlassungen";"2014";"71304 Peitz, Stadt";"250 und mehr";3;
"Anzahl  Niederlassungen";"2014";"71337 Schenkendöbern";"0  bis     9";133;
"Anzahl  Niederlassungen";"2014";"71337 Schenkendöbern";"10  bis   49";6;
"Anzahl  Niederlassungen";"2014";"71337 Schenkendöbern";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71337 Schenkendöbern";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71341 Schmogrow-Fehrow";"0  bis     9";23;
"Anzahl  Niederlassungen";"2014";"71341 Schmogrow-Fehrow";"10  bis   49";3;
"Anzahl  Niederlassungen";"2014";"71341 Schmogrow-Fehrow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71341 Schmogrow-Fehrow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71372 Spremberg, Stadt";"0  bis     9";860;
"Anzahl  Niederlassungen";"2014";"71372 Spremberg, Stadt";"10  bis   49";92;
"Anzahl  Niederlassungen";"2014";"71372 Spremberg, Stadt";"50  bis 249";29;
"Anzahl  Niederlassungen";"2014";"71372 Spremberg, Stadt";"250 und mehr";4;
"Anzahl  Niederlassungen";"2014";"71384 Tauer";"0  bis     9";19;
"Anzahl  Niederlassungen";"2014";"71384 Tauer";"10  bis   49";3;
"Anzahl  Niederlassungen";"2014";"71384 Tauer";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71384 Tauer";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71386 Teichland";"0  bis     9";43;
"Anzahl  Niederlassungen";"2014";"71386 Teichland";"10  bis   49";4;
"Anzahl  Niederlassungen";"2014";"71386 Teichland";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71386 Teichland";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71392 Tschernitz";"0  bis     9";46;
"Anzahl  Niederlassungen";"2014";"71392 Tschernitz";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"71392 Tschernitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71392 Tschernitz";"250 und mehr";1;
"Anzahl  Niederlassungen";"2014";"71401 Turnow-Preilack";"0  bis     9";43;
"Anzahl  Niederlassungen";"2014";"71401 Turnow-Preilack";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"71401 Turnow-Preilack";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"71401 Turnow-Preilack";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71408 Welzow, Stadt";"0  bis     9";105;
"Anzahl  Niederlassungen";"2014";"71408 Welzow, Stadt";"10  bis   49";15;
"Anzahl  Niederlassungen";"2014";"71408 Welzow, Stadt";"50  bis 249";3;
"Anzahl  Niederlassungen";"2014";"71408 Welzow, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71412 Werben";"0  bis     9";47;
"Anzahl  Niederlassungen";"2014";"71412 Werben";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"71412 Werben";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71412 Werben";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"71414 Wiesengrund";"0  bis     9";33;
"Anzahl  Niederlassungen";"2014";"71414 Wiesengrund";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"71414 Wiesengrund";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"71414 Wiesengrund";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"72002 Am Mellensee";"0  bis     9";254;
"Anzahl  Niederlassungen";"2014";"72002 Am Mellensee";"10  bis   49";13;
"Anzahl  Niederlassungen";"2014";"72002 Am Mellensee";"50  bis 249";2;
"Anzahl  Niederlassungen";"2014";"72002 Am Mellensee";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"72014 Baruth/Mark, Stadt";"0  bis     9";188;
"Anzahl  Niederlassungen";"2014";"72014 Baruth/Mark, Stadt";"10  bis   49";18;
"Anzahl  Niederlassungen";"2014";"72014 Baruth/Mark, Stadt";"50  bis 249";3;
"Anzahl  Niederlassungen";"2014";"72014 Baruth/Mark, Stadt";"250 und mehr";3;
"Anzahl  Niederlassungen";"2014";"72017 Blankenfelde-Mahlow";"0  bis     9";1039;
"Anzahl  Niederlassungen";"2014";"72017 Blankenfelde-Mahlow";"10  bis   49";95;
"Anzahl  Niederlassungen";"2014";"72017 Blankenfelde-Mahlow";"50  bis 249";22;
"Anzahl  Niederlassungen";"2014";"72017 Blankenfelde-Mahlow";"250 und mehr";1;
"Anzahl  Niederlassungen";"2014";"72053 Dahme/Mark, Stadt";"0  bis     9";196;
"Anzahl  Niederlassungen";"2014";"72053 Dahme/Mark, Stadt";"10  bis   49";21;
"Anzahl  Niederlassungen";"2014";"72053 Dahme/Mark, Stadt";"50  bis 249";6;
"Anzahl  Niederlassungen";"2014";"72053 Dahme/Mark, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"72055 Dahmetal";"0  bis     9";16;
"Anzahl  Niederlassungen";"2014";"72055 Dahmetal";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"72055 Dahmetal";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"72055 Dahmetal";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"72120 Großbeeren";"0  bis     9";388;
"Anzahl  Niederlassungen";"2014";"72120 Großbeeren";"10  bis   49";81;
"Anzahl  Niederlassungen";"2014";"72120 Großbeeren";"50  bis 249";27;
"Anzahl  Niederlassungen";"2014";"72120 Großbeeren";"250 und mehr";3;
"Anzahl  Niederlassungen";"2014";"72157 Ihlow";"0  bis     9";24;
"Anzahl  Niederlassungen";"2014";"72157 Ihlow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"72157 Ihlow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"72157 Ihlow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"72169 Jüterbog, Stadt";"0  bis     9";555;
"Anzahl  Niederlassungen";"2014";"72169 Jüterbog, Stadt";"10  bis   49";60;
"Anzahl  Niederlassungen";"2014";"72169 Jüterbog, Stadt";"50  bis 249";5;
"Anzahl  Niederlassungen";"2014";"72169 Jüterbog, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"72232 Luckenwalde, Stadt";"0  bis     9";751;
"Anzahl  Niederlassungen";"2014";"72232 Luckenwalde, Stadt";"10  bis   49";84;
"Anzahl  Niederlassungen";"2014";"72232 Luckenwalde, Stadt";"50  bis 249";21;
"Anzahl  Niederlassungen";"2014";"72232 Luckenwalde, Stadt";"250 und mehr";3;
"Anzahl  Niederlassungen";"2014";"72240 Ludwigsfelde, Stadt";"0  bis     9";861;
"Anzahl  Niederlassungen";"2014";"72240 Ludwigsfelde, Stadt";"10  bis   49";131;
"Anzahl  Niederlassungen";"2014";"72240 Ludwigsfelde, Stadt";"50  bis 249";41;
"Anzahl  Niederlassungen";"2014";"72240 Ludwigsfelde, Stadt";"250 und mehr";8;
"Anzahl  Niederlassungen";"2014";"72297 Niedergörsdorf";"0  bis     9";184;
"Anzahl  Niederlassungen";"2014";"72297 Niedergörsdorf";"10  bis   49";14;
"Anzahl  Niederlassungen";"2014";"72297 Niedergörsdorf";"50  bis 249";3;
"Anzahl  Niederlassungen";"2014";"72297 Niedergörsdorf";"250 und mehr";-;
