"Datenbasis";"Berichtsjahr";"Region";"Beschäftigtengrößenklassen";"Zählen";
"Anzahl  Niederlassungen";"2018";"61540 Wildau";"50  bis 249";18;
"Anzahl  Niederlassungen";"2018";"61540 Wildau";"250 und mehr";3;
"Anzahl  Niederlassungen";"2018";"61572 Zeuthen";"0  bis     9";473;
"Anzahl  Niederlassungen";"2018";"61572 Zeuthen";"10  bis   49";31;
"Anzahl  Niederlassungen";"2018";"61572 Zeuthen";"50  bis 249";4;
"Anzahl  Niederlassungen";"2018";"61572 Zeuthen";"250 und mehr";1;
"Anzahl  Niederlassungen";"2018";"62024 Bad Liebenwerda, Stadt";"0  bis     9";437;
"Anzahl  Niederlassungen";"2018";"62024 Bad Liebenwerda, Stadt";"10  bis   49";47;
"Anzahl  Niederlassungen";"2018";"62024 Bad Liebenwerda, Stadt";"50  bis 249";9;
"Anzahl  Niederlassungen";"2018";"62024 Bad Liebenwerda, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62088 Crinitz";"0  bis     9";60;
"Anzahl  Niederlassungen";"2018";"62088 Crinitz";"10  bis   49";4;
"Anzahl  Niederlassungen";"2018";"62088 Crinitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62088 Crinitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62092 Doberlug-Kirchhain, Stadt";"0  bis     9";295;
"Anzahl  Niederlassungen";"2018";"62092 Doberlug-Kirchhain, Stadt";"10  bis   49";43;
"Anzahl  Niederlassungen";"2018";"62092 Doberlug-Kirchhain, Stadt";"50  bis 249";6;
"Anzahl  Niederlassungen";"2018";"62092 Doberlug-Kirchhain, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62124 Elsterwerda, Stadt";"0  bis     9";393;
"Anzahl  Niederlassungen";"2018";"62124 Elsterwerda, Stadt";"10  bis   49";64;
"Anzahl  Niederlassungen";"2018";"62124 Elsterwerda, Stadt";"50  bis 249";10;
"Anzahl  Niederlassungen";"2018";"62124 Elsterwerda, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2018";"62128 Falkenberg/Elster, Stadt";"0  bis     9";206;
"Anzahl  Niederlassungen";"2018";"62128 Falkenberg/Elster, Stadt";"10  bis   49";26;
"Anzahl  Niederlassungen";"2018";"62128 Falkenberg/Elster, Stadt";"50  bis 249";6;
"Anzahl  Niederlassungen";"2018";"62128 Falkenberg/Elster, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62134 Fichtwald";"0  bis     9";20;
"Anzahl  Niederlassungen";"2018";"62134 Fichtwald";"10  bis   49";2;
"Anzahl  Niederlassungen";"2018";"62134 Fichtwald";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62134 Fichtwald";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62140 Finsterwalde, Stadt";"0  bis     9";601;
"Anzahl  Niederlassungen";"2018";"62140 Finsterwalde, Stadt";"10  bis   49";75;
"Anzahl  Niederlassungen";"2018";"62140 Finsterwalde, Stadt";"50  bis 249";21;
"Anzahl  Niederlassungen";"2018";"62140 Finsterwalde, Stadt";"250 und mehr";2;
"Anzahl  Niederlassungen";"2018";"62177 Gorden-Staupitz";"0  bis     9";29;
"Anzahl  Niederlassungen";"2018";"62177 Gorden-Staupitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"62177 Gorden-Staupitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62177 Gorden-Staupitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62196 Gröden";"0  bis     9";41;
"Anzahl  Niederlassungen";"2018";"62196 Gröden";"10  bis   49";2;
"Anzahl  Niederlassungen";"2018";"62196 Gröden";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"62196 Gröden";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62208 Großthiemig";"0  bis     9";28;
"Anzahl  Niederlassungen";"2018";"62208 Großthiemig";"10  bis   49";4;
"Anzahl  Niederlassungen";"2018";"62208 Großthiemig";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"62208 Großthiemig";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62219 Heideland";"0  bis     9";14;
"Anzahl  Niederlassungen";"2018";"62219 Heideland";"10  bis   49";1;
"Anzahl  Niederlassungen";"2018";"62219 Heideland";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62219 Heideland";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62224 Herzberg (Elster), Stadt";"0  bis     9";386;
"Anzahl  Niederlassungen";"2018";"62224 Herzberg (Elster), Stadt";"10  bis   49";53;
"Anzahl  Niederlassungen";"2018";"62224 Herzberg (Elster), Stadt";"50  bis 249";14;
"Anzahl  Niederlassungen";"2018";"62224 Herzberg (Elster), Stadt";"250 und mehr";4;
"Anzahl  Niederlassungen";"2018";"62232 Hirschfeld";"0  bis     9";48;
"Anzahl  Niederlassungen";"2018";"62232 Hirschfeld";"10  bis   49";3;
"Anzahl  Niederlassungen";"2018";"62232 Hirschfeld";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62232 Hirschfeld";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62237 Hohenbucko";"0  bis     9";27;
"Anzahl  Niederlassungen";"2018";"62237 Hohenbucko";"10  bis   49";3;
"Anzahl  Niederlassungen";"2018";"62237 Hohenbucko";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62237 Hohenbucko";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62240 Hohenleipisch";"0  bis     9";55;
"Anzahl  Niederlassungen";"2018";"62240 Hohenleipisch";"10  bis   49";3;
"Anzahl  Niederlassungen";"2018";"62240 Hohenleipisch";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62240 Hohenleipisch";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62282 Kremitzaue";"0  bis     9";14;
"Anzahl  Niederlassungen";"2018";"62282 Kremitzaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"62282 Kremitzaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62282 Kremitzaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62289 Lebusa";"0  bis     9";25;
"Anzahl  Niederlassungen";"2018";"62289 Lebusa";"10  bis   49";2;
"Anzahl  Niederlassungen";"2018";"62289 Lebusa";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62289 Lebusa";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62293 Lichterfeld-Schacksdorf";"0  bis     9";33;
"Anzahl  Niederlassungen";"2018";"62293 Lichterfeld-Schacksdorf";"10  bis   49";3;
"Anzahl  Niederlassungen";"2018";"62293 Lichterfeld-Schacksdorf";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"62293 Lichterfeld-Schacksdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62333 Massen-Niederlausitz";"0  bis     9";108;
"Anzahl  Niederlassungen";"2018";"62333 Massen-Niederlausitz";"10  bis   49";27;
"Anzahl  Niederlassungen";"2018";"62333 Massen-Niederlausitz";"50  bis 249";6;
"Anzahl  Niederlassungen";"2018";"62333 Massen-Niederlausitz";"250 und mehr";1;
"Anzahl  Niederlassungen";"2018";"62336 Merzdorf";"0  bis     9";26;
"Anzahl  Niederlassungen";"2018";"62336 Merzdorf";"10  bis   49";1;
"Anzahl  Niederlassungen";"2018";"62336 Merzdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62336 Merzdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62341 Mühlberg/Elbe, Stadt";"0  bis     9";124;
"Anzahl  Niederlassungen";"2018";"62341 Mühlberg/Elbe, Stadt";"10  bis   49";9;
"Anzahl  Niederlassungen";"2018";"62341 Mühlberg/Elbe, Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"62341 Mühlberg/Elbe, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62372 Plessa";"0  bis     9";75;
"Anzahl  Niederlassungen";"2018";"62372 Plessa";"10  bis   49";4;
"Anzahl  Niederlassungen";"2018";"62372 Plessa";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"62372 Plessa";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62410 Röderland";"0  bis     9";119;
"Anzahl  Niederlassungen";"2018";"62410 Röderland";"10  bis   49";18;
"Anzahl  Niederlassungen";"2018";"62410 Röderland";"50  bis 249";2;
"Anzahl  Niederlassungen";"2018";"62410 Röderland";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62417 Rückersdorf";"0  bis     9";44;
"Anzahl  Niederlassungen";"2018";"62417 Rückersdorf";"10  bis   49";5;
"Anzahl  Niederlassungen";"2018";"62417 Rückersdorf";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"62417 Rückersdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62425 Sallgast";"0  bis     9";41;
"Anzahl  Niederlassungen";"2018";"62425 Sallgast";"10  bis   49";3;
"Anzahl  Niederlassungen";"2018";"62425 Sallgast";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62425 Sallgast";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62440 Schilda";"0  bis     9";6;
"Anzahl  Niederlassungen";"2018";"62440 Schilda";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"62440 Schilda";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62440 Schilda";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62445 Schlieben, Stadt";"0  bis     9";107;
"Anzahl  Niederlassungen";"2018";"62445 Schlieben, Stadt";"10  bis   49";7;
"Anzahl  Niederlassungen";"2018";"62445 Schlieben, Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"62445 Schlieben, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62453 Schönborn";"0  bis     9";37;
"Anzahl  Niederlassungen";"2018";"62453 Schönborn";"10  bis   49";2;
"Anzahl  Niederlassungen";"2018";"62453 Schönborn";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62453 Schönborn";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62461 Schönewalde, Stadt";"0  bis     9";114;
"Anzahl  Niederlassungen";"2018";"62461 Schönewalde, Stadt";"10  bis   49";12;
"Anzahl  Niederlassungen";"2018";"62461 Schönewalde, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62461 Schönewalde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62464 Schraden";"0  bis     9";18;
"Anzahl  Niederlassungen";"2018";"62464 Schraden";"10  bis   49";4;
"Anzahl  Niederlassungen";"2018";"62464 Schraden";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"62464 Schraden";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62469 Sonnewalde, Stadt";"0  bis     9";117;
"Anzahl  Niederlassungen";"2018";"62469 Sonnewalde, Stadt";"10  bis   49";9;
"Anzahl  Niederlassungen";"2018";"62469 Sonnewalde, Stadt";"50  bis 249";2;
"Anzahl  Niederlassungen";"2018";"62469 Sonnewalde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62492 Tröbitz";"0  bis     9";16;
"Anzahl  Niederlassungen";"2018";"62492 Tröbitz";"10  bis   49";9;
"Anzahl  Niederlassungen";"2018";"62492 Tröbitz";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"62492 Tröbitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"62500 Uebigau-Wahrenbrück, Stadt";"0  bis     9";166;
"Anzahl  Niederlassungen";"2018";"62500 Uebigau-Wahrenbrück, Stadt";"10  bis   49";13;
"Anzahl  Niederlassungen";"2018";"62500 Uebigau-Wahrenbrück, Stadt";"50  bis 249";5;
"Anzahl  Niederlassungen";"2018";"62500 Uebigau-Wahrenbrück, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2018";"63036 Brieselang";"0  bis     9";335;
"Anzahl  Niederlassungen";"2018";"63036 Brieselang";"10  bis   49";40;
"Anzahl  Niederlassungen";"2018";"63036 Brieselang";"50  bis 249";7;
"Anzahl  Niederlassungen";"2018";"63036 Brieselang";"250 und mehr";2;
"Anzahl  Niederlassungen";"2018";"63056 Dallgow-Döberitz";"0  bis     9";378;
"Anzahl  Niederlassungen";"2018";"63056 Dallgow-Döberitz";"10  bis   49";41;
"Anzahl  Niederlassungen";"2018";"63056 Dallgow-Döberitz";"50  bis 249";5;
"Anzahl  Niederlassungen";"2018";"63056 Dallgow-Döberitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63080 Falkensee, Stadt";"0  bis     9";1726;
"Anzahl  Niederlassungen";"2018";"63080 Falkensee, Stadt";"10  bis   49";132;
"Anzahl  Niederlassungen";"2018";"63080 Falkensee, Stadt";"50  bis 249";25;
"Anzahl  Niederlassungen";"2018";"63080 Falkensee, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63088 Friesack, Stadt";"0  bis     9";100;
"Anzahl  Niederlassungen";"2018";"63088 Friesack, Stadt";"10  bis   49";8;
"Anzahl  Niederlassungen";"2018";"63088 Friesack, Stadt";"50  bis 249";2;
"Anzahl  Niederlassungen";"2018";"63088 Friesack, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63094 Gollenberg";"0  bis     9";12;
"Anzahl  Niederlassungen";"2018";"63094 Gollenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"63094 Gollenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63094 Gollenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63112 Großderschau";"0  bis     9";12;
"Anzahl  Niederlassungen";"2018";"63112 Großderschau";"10  bis   49";1;
"Anzahl  Niederlassungen";"2018";"63112 Großderschau";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63112 Großderschau";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63134 Havelaue";"0  bis     9";27;
"Anzahl  Niederlassungen";"2018";"63134 Havelaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"63134 Havelaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63134 Havelaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63142 Wiesenaue";"0  bis     9";23;
"Anzahl  Niederlassungen";"2018";"63142 Wiesenaue";"10  bis   49";2;
"Anzahl  Niederlassungen";"2018";"63142 Wiesenaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63142 Wiesenaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63148 Ketzin/Havel, Stadt";"0  bis     9";263;
"Anzahl  Niederlassungen";"2018";"63148 Ketzin/Havel, Stadt";"10  bis   49";25;
"Anzahl  Niederlassungen";"2018";"63148 Ketzin/Havel, Stadt";"50  bis 249";6;
"Anzahl  Niederlassungen";"2018";"63148 Ketzin/Havel, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63161 Kleßen-Görne";"0  bis     9";7;
"Anzahl  Niederlassungen";"2018";"63161 Kleßen-Görne";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"63161 Kleßen-Görne";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63161 Kleßen-Görne";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63165 Kotzen";"0  bis     9";16;
"Anzahl  Niederlassungen";"2018";"63165 Kotzen";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"63165 Kotzen";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63165 Kotzen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63186 Märkisch Luch";"0  bis     9";34;
"Anzahl  Niederlassungen";"2018";"63186 Märkisch Luch";"10  bis   49";3;
"Anzahl  Niederlassungen";"2018";"63186 Märkisch Luch";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63186 Märkisch Luch";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63189 Milower Land";"0  bis     9";143;
"Anzahl  Niederlassungen";"2018";"63189 Milower Land";"10  bis   49";7;
"Anzahl  Niederlassungen";"2018";"63189 Milower Land";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"63189 Milower Land";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63202 Mühlenberge";"0  bis     9";29;
"Anzahl  Niederlassungen";"2018";"63202 Mühlenberge";"10  bis   49";1;
"Anzahl  Niederlassungen";"2018";"63202 Mühlenberge";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63202 Mühlenberge";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63208 Nauen, Stadt";"0  bis     9";627;
"Anzahl  Niederlassungen";"2018";"63208 Nauen, Stadt";"10  bis   49";91;
"Anzahl  Niederlassungen";"2018";"63208 Nauen, Stadt";"50  bis 249";17;
"Anzahl  Niederlassungen";"2018";"63208 Nauen, Stadt";"250 und mehr";6;
"Anzahl  Niederlassungen";"2018";"63212 Nennhausen";"0  bis     9";79;
"Anzahl  Niederlassungen";"2018";"63212 Nennhausen";"10  bis   49";5;
"Anzahl  Niederlassungen";"2018";"63212 Nennhausen";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63212 Nennhausen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63228 Paulinenaue";"0  bis     9";21;
"Anzahl  Niederlassungen";"2018";"63228 Paulinenaue";"10  bis   49";4;
"Anzahl  Niederlassungen";"2018";"63228 Paulinenaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63228 Paulinenaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63240 Pessin";"0  bis     9";26;
"Anzahl  Niederlassungen";"2018";"63240 Pessin";"10  bis   49";3;
"Anzahl  Niederlassungen";"2018";"63240 Pessin";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63240 Pessin";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63244 Premnitz, Stadt";"0  bis     9";241;
"Anzahl  Niederlassungen";"2018";"63244 Premnitz, Stadt";"10  bis   49";30;
"Anzahl  Niederlassungen";"2018";"63244 Premnitz, Stadt";"50  bis 249";7;
"Anzahl  Niederlassungen";"2018";"63244 Premnitz, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2018";"63252 Rathenow, Stadt";"0  bis     9";868;
"Anzahl  Niederlassungen";"2018";"63252 Rathenow, Stadt";"10  bis   49";102;
"Anzahl  Niederlassungen";"2018";"63252 Rathenow, Stadt";"50  bis 249";19;
"Anzahl  Niederlassungen";"2018";"63252 Rathenow, Stadt";"250 und mehr";5;
"Anzahl  Niederlassungen";"2018";"63256 Retzow";"0  bis     9";14;
"Anzahl  Niederlassungen";"2018";"63256 Retzow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2018";"63256 Retzow";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"63256 Retzow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63260 Rhinow, Stadt";"0  bis     9";72;
"Anzahl  Niederlassungen";"2018";"63260 Rhinow, Stadt";"10  bis   49";8;
"Anzahl  Niederlassungen";"2018";"63260 Rhinow, Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"2018";"63260 Rhinow, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63273 Schönwalde-Glien";"0  bis     9";384;
"Anzahl  Niederlassungen";"2018";"63273 Schönwalde-Glien";"10  bis   49";30;
"Anzahl  Niederlassungen";"2018";"63273 Schönwalde-Glien";"50  bis 249";4;
"Anzahl  Niederlassungen";"2018";"63273 Schönwalde-Glien";"250 und mehr";1;
"Anzahl  Niederlassungen";"2018";"63274 Seeblick";"0  bis     9";30;
"Anzahl  Niederlassungen";"2018";"63274 Seeblick";"10  bis   49";3;
"Anzahl  Niederlassungen";"2018";"63274 Seeblick";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63274 Seeblick";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63293 Stechow-Ferchesar";"0  bis     9";41;
"Anzahl  Niederlassungen";"2018";"63293 Stechow-Ferchesar";"10  bis   49";4;
"Anzahl  Niederlassungen";"2018";"63293 Stechow-Ferchesar";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"63293 Stechow-Ferchesar";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"63357 Wustermark";"0  bis     9";310;
"Anzahl  Niederlassungen";"2018";"63357 Wustermark";"10  bis   49";45;
"Anzahl  Niederlassungen";"2018";"63357 Wustermark";"50  bis 249";20;
"Anzahl  Niederlassungen";"2018";"63357 Wustermark";"250 und mehr";2;
"Anzahl  Niederlassungen";"2018";"64009 Alt Tucheband";"0  bis     9";23;
"Anzahl  Niederlassungen";"2018";"64009 Alt Tucheband";"10  bis   49";2;
"Anzahl  Niederlassungen";"2018";"64009 Alt Tucheband";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"64009 Alt Tucheband";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"64029 Altlandsberg, Stadt";"0  bis     9";436;
"Anzahl  Niederlassungen";"2018";"64029 Altlandsberg, Stadt";"10  bis   49";32;
"Anzahl  Niederlassungen";"2018";"64029 Altlandsberg, Stadt";"50  bis 249";4;
"Anzahl  Niederlassungen";"2018";"64029 Altlandsberg, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2018";"64044 Bad Freienwalde (Oder), Stadt";"0  bis     9";469;
"Anzahl  Niederlassungen";"2018";"64044 Bad Freienwalde (Oder), Stadt";"10  bis   49";51;
"Anzahl  Niederlassungen";"2018";"64044 Bad Freienwalde (Oder), Stadt";"50  bis 249";10;
"Anzahl  Niederlassungen";"2018";"64044 Bad Freienwalde (Oder), Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2018";"64053 Beiersdorf-Freudenberg";"0  bis     9";28;
"Anzahl  Niederlassungen";"2018";"64053 Beiersdorf-Freudenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"64053 Beiersdorf-Freudenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"64053 Beiersdorf-Freudenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"64057 Bleyen-Genschmar";"0  bis     9";10;
"Anzahl  Niederlassungen";"2018";"64057 Bleyen-Genschmar";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"64057 Bleyen-Genschmar";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"64057 Bleyen-Genschmar";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"64061 Bliesdorf";"0  bis     9";29;
"Anzahl  Niederlassungen";"2018";"64061 Bliesdorf";"10  bis   49";3;
"Anzahl  Niederlassungen";"2018";"64061 Bliesdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"64061 Bliesdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"64084 Buckow (Märkische Schweiz), Stadt";"0  bis     9";86;
"Anzahl  Niederlassungen";"2018";"64084 Buckow (Märkische Schweiz), Stadt";"10  bis   49";8;
"Anzahl  Niederlassungen";"2018";"64084 Buckow (Märkische Schweiz), Stadt";"50  bis 249";2;
"Anzahl  Niederlassungen";"2018";"64084 Buckow (Märkische Schweiz), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"64125 Falkenberg";"0  bis     9";60;
"Anzahl  Niederlassungen";"2018";"64125 Falkenberg";"10  bis   49";3;
"Anzahl  Niederlassungen";"2018";"64125 Falkenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"64125 Falkenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"64128 Falkenhagen (Mark)";"0  bis     9";23;
"Anzahl  Niederlassungen";"2018";"64128 Falkenhagen (Mark)";"10  bis   49";2;
"Anzahl  Niederlassungen";"2018";"64128 Falkenhagen (Mark)";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"64128 Falkenhagen (Mark)";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"64130 Fichtenhöhe";"0  bis     9";14;
"Anzahl  Niederlassungen";"2018";"64130 Fichtenhöhe";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"64130 Fichtenhöhe";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"64130 Fichtenhöhe";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"64136 Fredersdorf-Vogelsdorf";"0  bis     9";625;
"Anzahl  Niederlassungen";"2018";"64136 Fredersdorf-Vogelsdorf";"10  bis   49";56;
"Anzahl  Niederlassungen";"2018";"64136 Fredersdorf-Vogelsdorf";"50  bis 249";9;
"Anzahl  Niederlassungen";"2018";"64136 Fredersdorf-Vogelsdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"64153 Garzau-Garzin";"0  bis     9";24;
"Anzahl  Niederlassungen";"2018";"64153 Garzau-Garzin";"10  bis   49";-;
"Anzahl  Niederlassungen";"2018";"64153 Garzau-Garzin";"50  bis 249";-;
"Anzahl  Niederlassungen";"2018";"64153 Garzau-Garzin";"250 und mehr";-;
"Anzahl  Niederlassungen";"2018";"64172 Golzow";"0  bis     9";30;
