LfdNr;AGS;Gemeindename;Amt-AGS-VB;Veränderung-Wert;Veränderungen;Veränderung-Level;Mittel-2006-2013;Maximum;Maximum-Niveau;Berliner-Umland;Abstand-BAB;Pkw-Fahrzeit-zum-nächsten-BAB-Anschluß-2012;Grad-der-Verstädterung;Grad-GV100-Bezeichnung;Code-Amt-Typ;Amt-Stadt-und-Gemeindetyp;Code-Status;Amt-Status;Fläche-km2;Arbeitslose-2014;Bevölkerungsentwicklung-2008-2013;Entwicklung-der-erwerbsfähigen-Bevölkerung-2008-2013;Entwicklung-der-sozialversicherungspflichtig-Beschäftigten-2008-2013;Entwicklung-der-Arbeitslosenquote;Bevölkerung-2014;AL-Bev;Bev-dichte;Betriebe-pro-km2;WZ3-05-2;WZ3-06-1;WZ3-07-2;WZ3-08-1;WZ3-08-9;WZ3-10-1;WZ3-10-2;WZ3-10-3;WZ3-10-4;WZ3-10-5;WZ3-10-6;WZ3-10-7;WZ3-10-8;WZ3-10-9;WZ3-11-0;WZ3-12-0;WZ3-13-1;WZ3-13-2;WZ3-13-3;WZ3-13-9;WZ3-14-1;WZ3-14-2;WZ3-15-1;WZ3-15-2;WZ3-16-1;WZ3-16-2;WZ3-17-1;WZ3-17-2;WZ3-18-1;WZ3-18-2;WZ3-19-2;WZ3-20-1;WZ3-20-2;WZ3-20-3;WZ3-20-4;WZ3-20-5;WZ3-20-6;WZ3-21-1;WZ3-21-2;WZ3-22-1;WZ3-22-2;WZ3-23-1;WZ3-23-2;WZ3-23-3;WZ3-23-4;WZ3-23-5;WZ3-23-6;WZ3-23-7;WZ3-23-9;WZ3-24-1;WZ3-24-2;WZ3-24-3;WZ3-24-4;WZ3-24-5;WZ3-25-1;WZ3-25-2;WZ3-25-3;WZ3-25-4;WZ3-25-5;WZ3-25-6;WZ3-25-7;WZ3-25-9;WZ3-26-1;WZ3-26-2;WZ3-26-3;WZ3-26-4;WZ3-26-5;WZ3-26-6;WZ3-26-7;WZ3-27-1;WZ3-27-2;WZ3-27-3;WZ3-27-4;WZ3-27-5;WZ3-27-9;WZ3-28-1;WZ3-28-2;WZ3-28-3;WZ3-28-4;WZ3-28-9;WZ3-29-1;WZ3-29-2;WZ3-29-3;WZ3-30-1;WZ3-30-2;WZ3-30-3;WZ3-30-9;WZ3-31-0;WZ3-32-1;WZ3-32-2;WZ3-32-3;WZ3-32-4;WZ3-32-5;WZ3-32-9;WZ3-33-1;WZ3-33-2;WZ3-35-1;WZ3-35-2;WZ3-35-3;WZ3-36-0;WZ3-37-0;WZ3-38-1;WZ3-38-2;WZ3-38-3;WZ3-39-0;WZ3-41-1;WZ3-41-2;WZ3-42-1;WZ3-42-2;WZ3-42-9;WZ3-43-1;WZ3-43-2;WZ3-43-3;WZ3-43-9;WZ3-45-1;WZ3-45-2;WZ3-45-3;WZ3-45-4;WZ3-46-1;WZ3-46-2;WZ3-46-3;WZ3-46-4;WZ3-46-5;WZ3-46-6;WZ3-46-7;WZ3-46-9;WZ3-47-1;WZ3-47-2;WZ3-47-3;WZ3-47-4;WZ3-47-5;WZ3-47-6;WZ3-47-7;WZ3-47-8;WZ3-47-9;WZ3-49-1;WZ3-49-2;WZ3-49-3;WZ3-49-4;WZ3-49-5;WZ3-50-3;WZ3-50-4;WZ3-51-1;WZ3-51-2;WZ3-52-1;WZ3-52-2;WZ3-53-2;WZ3-55-1;WZ3-55-2;WZ3-55-3;WZ3-55-9;WZ3-56-1;WZ3-56-2;WZ3-56-3;WZ3-58-1;WZ3-58-2;WZ3-59-1;WZ3-59-2;WZ3-60-1;WZ3-60-2;WZ3-61-1;WZ3-61-2;WZ3-61-3;WZ3-61-9;WZ3-62-0;WZ3-63-1;WZ3-63-9;WZ3-64-1;WZ3-64-2;WZ3-64-3;WZ3-64-9;WZ3-65-1;WZ3-65-2;WZ3-66-1;WZ3-66-2;WZ3-66-3;WZ3-68-1;WZ3-68-2;WZ3-68-3;WZ3-69-1;WZ3-69-2;WZ3-70-1;WZ3-70-2;WZ3-71-1;WZ3-71-2;WZ3-72-1;WZ3-72-2;WZ3-73-1;WZ3-73-2;WZ3-74-1;WZ3-74-2;WZ3-74-3;WZ3-74-9;WZ3-75-0;WZ3-77-1;WZ3-77-2;WZ3-77-3;WZ3-77-4;WZ3-78-1;WZ3-78-2;WZ3-78-3;WZ3-79-1;WZ3-79-9;WZ3-80-1;WZ3-80-2;WZ3-80-3;WZ3-81-1;WZ3-81-2;WZ3-81-3;WZ3-82-1;WZ3-82-2;WZ3-82-3;WZ3-82-9;WZ3-85-1;WZ3-85-2;WZ3-85-3;WZ3-85-4;WZ3-85-5;WZ3-85-6;WZ3-86-1;WZ3-86-2;WZ3-86-9;WZ3-87-1;WZ3-87-2;WZ3-87-3;WZ3-87-9;WZ3-88-1;WZ3-88-9;WZ3-90-0;WZ3-91-0;WZ3-92-0;WZ3-93-1;WZ3-93-2;WZ3-94-1;WZ3-94-2;WZ3-94-9;WZ3-95-1;WZ3-95-2;WZ3-96-0;Summe-Betriebe
323;12070222;Kümmernitztal;120705006;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;20.38;29;-9.31;-8.95;-12.71;-4.21;376;7.71%;18.45;0.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;8
324;12070236;Lanz;120705005;0;konstant;0;0;0;leer;Nein;4;45 bis unter 60 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;60.36;40;-8.21;-9.11;-21.82;-2.94;766;5.22%;12.69;0.55;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;33
325;12070241;Legde/Quitzöbel;120705001;0;konstant;0;0;0;leer;Nein;4;45 bis unter 60 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;41.74;29;-6.07;-8.9;0.62;-2.1;625;4.64%;14.97;0.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;19
326;12070244;Lenzen (Elbe), Stadt;120705005;0;konstant;0;0;0;leer;Nein;4;45 bis unter 60 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;96.19;128;-8.21;-9.11;-21.82;-2.94;2209;5.79%;22.96;1.28;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;9;5;6;0;1;0;0;4;0;0;0;0;0;1;0;4;2;0;0;5;0;4;1;1;0;0;1;2;0;1;0;0;0;0;0;2;3;3;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;1;0;3;1;0;0;3;0;2;1;1;1;4;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;4;3;1;0;0;0;0;1;0;0;1;0;1;0;0;4;0;0;4;123
327;12070246;Lenzerwische;120705005;0;konstant;0;0;0;leer;Nein;4;45 bis unter 60 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;42.07;22;-8.21;-9.11;-21.82;-2.94;473;4.65%;11.24;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;14
328;12070266;Marienfließ;120705006;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;77.7;38;-9.31;-8.95;-12.71;-4.21;716;5.31%;9.21;0.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;35
329;12070280;Meyenburg, Stadt;120705006;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;50.74;113;-9.31;-8.95;-12.71;-4.21;2131;5.30%;42;2.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;12;7;4;1;3;1;0;2;0;0;0;0;0;2;0;4;2;1;2;1;2;10;0;0;0;0;2;4;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;1;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;1;0;1;0;6;0;0;3;111
330;12070296;Perleberg, Stadt;120700296;1;positiv;1;1;1;niedrig;Nein;3;30 bis unter 45 Minuten;2;mittlere Besiedlungsdichte;3;Größere Kleinstadt;4;schrumpfend;138.69;806;-2.89;-6.12;-11.71;-2.94;12087;6.67%;87.15;4.47;0;0;0;1;0;3;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;4;0;0;0;11;2;0;0;1;0;0;3;0;1;5;1;1;2;1;19;27;20;18;10;5;2;4;1;5;3;0;4;6;0;15;5;3;7;16;8;38;3;2;0;0;8;9;0;0;0;0;0;1;2;4;6;0;0;1;22;5;4;1;0;0;0;0;0;2;0;0;0;1;1;6;3;0;0;0;0;0;3;12;0;0;37;10;9;11;3;2;13;2;3;0;3;0;3;2;0;3;2;0;2;6;0;1;0;0;3;0;1;0;0;0;7;2;0;0;1;3;2;1;0;1;4;0;1;35;15;3;0;0;2;2;5;4;0;1;1;0;2;0;8;0;5;31;620
331;12070300;Pirow;120705009;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;37.81;24;-6.54;-5.83;-18.17;-4.68;462;5.19%;12.22;0.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
332;12070302;Plattenburg;120700302;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;202.02;208;-7.66;-10.52;11.06;-3.59;3415;6.09%;16.9;0.61;0;0;0;1;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;1;0;1;0;0;3;1;0;0;0;9;10;7;0;2;0;0;1;2;0;0;0;0;1;0;2;0;1;0;1;0;4;1;2;0;0;3;2;0;0;0;0;0;0;1;0;1;3;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;6;2;0;0;1;0;1;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;3;123
333;12070316;Pritzwalk, Stadt;120700316;1;positiv  mit Wechsel;1;1.5;2;niedrig;Nein;1;bis unter 15 Minuten;3;gering besiedelt;3;Größere Kleinstadt;5;stark schrumpfend;167.47;822;-6.17;-9.94;-3.1;-2.45;11909;6.90%;71.11;3.41;0;0;0;0;0;1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;0;0;4;0;0;0;0;5;0;2;0;0;0;1;0;0;0;2;0;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;7;0;0;1;0;1;1;1;0;0;5;3;1;0;0;26;30;16;5;7;3;0;11;0;0;2;0;6;7;1;16;7;1;7;16;0;34;1;4;0;0;7;13;0;0;0;0;0;2;9;4;4;2;0;1;23;3;0;1;0;0;0;0;0;0;0;0;1;6;1;2;1;0;0;0;0;0;2;11;0;0;25;6;7;14;5;3;17;2;0;0;2;0;1;1;0;1;2;1;1;6;0;2;2;1;2;0;1;0;0;1;6;2;0;1;0;3;2;1;0;0;4;0;1;27;8;1;0;2;1;6;3;3;0;4;6;0;1;0;5;0;2;20;571
334;12070325;Putlitz, Stadt;120705009;-1;negativ;-1;1;1;niedrig;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;119.68;159;-6.54;-5.83;-18.17;-4.68;2745;5.79%;22.94;0.91;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;7;9;3;1;4;0;0;4;1;0;0;0;2;0;0;4;1;0;0;1;0;6;0;2;0;0;2;1;0;0;0;0;0;0;2;1;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;1;0;0;3;0;0;1;2;1;2;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;2;0;1;0;1;0;0;3;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;3;109
335;12070348;Rühstädt;120705001;0;konstant;0;0;0;leer;Nein;4;45 bis unter 60 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;28.99;27;-6.07;-8.9;0.62;-2.1;468;5.77%;16.14;0.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;21
336;12070393;Triglitz;120705009;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;31.82;28;-6.54;-5.83;-18.17;-4.68;478;5.86%;15.02;0.53;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17
337;12070416;Weisen;120705001;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;15.63;41;-6.07;-8.9;0.62;-2.1;988;4.15%;63.21;2.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;41
338;12070424;Wittenberge, Stadt;120700424;0;konstant;0;1;1;niedrig;Nein;4;45 bis unter 60 Minuten;2;mittlere Besiedlungsdichte;3;Größere Kleinstadt;4;schrumpfend;50.63;1,268;-6.35;-10.2;17.42;-2.7;17200;7.37%;339.72;13.89;0;0;0;0;0;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;2;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;2;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;1;4;4;5;0;0;0;0;1;3;0;0;1;3;2;1;0;2;38;28;16;16;9;2;1;7;0;0;4;0;0;7;0;20;7;5;7;26;7;43;0;6;0;1;12;5;0;0;0;0;0;1;8;4;8;0;0;1;31;3;2;1;0;1;0;0;0;0;1;0;1;6;0;3;3;0;0;0;0;0;3;13;0;2;30;10;7;11;6;6;24;4;1;0;10;0;1;1;0;3;1;0;1;1;0;1;1;0;4;0;3;0;0;9;7;2;3;3;0;0;1;2;3;0;6;0;0;38;7;4;0;0;1;3;6;2;1;3;6;1;1;0;11;0;1;34;703
339;12071028;Briesen;120715101;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;9.14;20;-3.68;-6;11.02;-3.48;784;2.55%;85.78;3.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;30
340;12071032;Burg (Spreewald);120715101;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;35.26;125;-3.68;-6;11.02;-3.48;4335;2.88%;122.94;9.19;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;15;22;10;1;6;0;0;1;1;1;1;0;1;1;1;9;8;1;0;4;6;20;0;4;0;0;2;8;0;4;0;0;0;0;2;1;34;14;2;4;16;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;17;0;2;3;1;1;5;1;1;0;0;0;2;1;0;2;1;1;2;4;0;0;0;0;3;0;0;0;0;1;5;4;2;0;0;1;1;1;0;0;1;0;1;10;3;0;0;1;0;0;0;1;1;0;0;1;1;0;2;0;0;10;324
