LfdNr;AGS;Gemeindename;Amt-AGS-VB;Veränderung-Wert;Veränderungen;Veränderung-Level;Mittel-2006-2013;Maximum;Maximum-Niveau;Berliner-Umland;Abstand-BAB;Pkw-Fahrzeit-zum-nächsten-BAB-Anschluß-2012;Grad-der-Verstädterung;Grad-GV100-Bezeichnung;Code-Amt-Typ;Amt-Stadt-und-Gemeindetyp;Code-Status;Amt-Status;Fläche-km2;Arbeitslose-2014;Bevölkerungsentwicklung-2008-2013;Entwicklung-der-erwerbsfähigen-Bevölkerung-2008-2013;Entwicklung-der-sozialversicherungspflichtig-Beschäftigten-2008-2013;Entwicklung-der-Arbeitslosenquote;Bevölkerung-2014;AL-Bev;Bev-dichte;Betriebe-pro-km2;WZ3-05-2;WZ3-06-1;WZ3-07-2;WZ3-08-1;WZ3-08-9;WZ3-10-1;WZ3-10-2;WZ3-10-3;WZ3-10-4;WZ3-10-5;WZ3-10-6;WZ3-10-7;WZ3-10-8;WZ3-10-9;WZ3-11-0;WZ3-12-0;WZ3-13-1;WZ3-13-2;WZ3-13-3;WZ3-13-9;WZ3-14-1;WZ3-14-2;WZ3-15-1;WZ3-15-2;WZ3-16-1;WZ3-16-2;WZ3-17-1;WZ3-17-2;WZ3-18-1;WZ3-18-2;WZ3-19-2;WZ3-20-1;WZ3-20-2;WZ3-20-3;WZ3-20-4;WZ3-20-5;WZ3-20-6;WZ3-21-1;WZ3-21-2;WZ3-22-1;WZ3-22-2;WZ3-23-1;WZ3-23-2;WZ3-23-3;WZ3-23-4;WZ3-23-5;WZ3-23-6;WZ3-23-7;WZ3-23-9;WZ3-24-1;WZ3-24-2;WZ3-24-3;WZ3-24-4;WZ3-24-5;WZ3-25-1;WZ3-25-2;WZ3-25-3;WZ3-25-4;WZ3-25-5;WZ3-25-6;WZ3-25-7;WZ3-25-9;WZ3-26-1;WZ3-26-2;WZ3-26-3;WZ3-26-4;WZ3-26-5;WZ3-26-6;WZ3-26-7;WZ3-27-1;WZ3-27-2;WZ3-27-3;WZ3-27-4;WZ3-27-5;WZ3-27-9;WZ3-28-1;WZ3-28-2;WZ3-28-3;WZ3-28-4;WZ3-28-9;WZ3-29-1;WZ3-29-2;WZ3-29-3;WZ3-30-1;WZ3-30-2;WZ3-30-3;WZ3-30-9;WZ3-31-0;WZ3-32-1;WZ3-32-2;WZ3-32-3;WZ3-32-4;WZ3-32-5;WZ3-32-9;WZ3-33-1;WZ3-33-2;WZ3-35-1;WZ3-35-2;WZ3-35-3;WZ3-36-0;WZ3-37-0;WZ3-38-1;WZ3-38-2;WZ3-38-3;WZ3-39-0;WZ3-41-1;WZ3-41-2;WZ3-42-1;WZ3-42-2;WZ3-42-9;WZ3-43-1;WZ3-43-2;WZ3-43-3;WZ3-43-9;WZ3-45-1;WZ3-45-2;WZ3-45-3;WZ3-45-4;WZ3-46-1;WZ3-46-2;WZ3-46-3;WZ3-46-4;WZ3-46-5;WZ3-46-6;WZ3-46-7;WZ3-46-9;WZ3-47-1;WZ3-47-2;WZ3-47-3;WZ3-47-4;WZ3-47-5;WZ3-47-6;WZ3-47-7;WZ3-47-8;WZ3-47-9;WZ3-49-1;WZ3-49-2;WZ3-49-3;WZ3-49-4;WZ3-49-5;WZ3-50-3;WZ3-50-4;WZ3-51-1;WZ3-51-2;WZ3-52-1;WZ3-52-2;WZ3-53-2;WZ3-55-1;WZ3-55-2;WZ3-55-3;WZ3-55-9;WZ3-56-1;WZ3-56-2;WZ3-56-3;WZ3-58-1;WZ3-58-2;WZ3-59-1;WZ3-59-2;WZ3-60-1;WZ3-60-2;WZ3-61-1;WZ3-61-2;WZ3-61-3;WZ3-61-9;WZ3-62-0;WZ3-63-1;WZ3-63-9;WZ3-64-1;WZ3-64-2;WZ3-64-3;WZ3-64-9;WZ3-65-1;WZ3-65-2;WZ3-66-1;WZ3-66-2;WZ3-66-3;WZ3-68-1;WZ3-68-2;WZ3-68-3;WZ3-69-1;WZ3-69-2;WZ3-70-1;WZ3-70-2;WZ3-71-1;WZ3-71-2;WZ3-72-1;WZ3-72-2;WZ3-73-1;WZ3-73-2;WZ3-74-1;WZ3-74-2;WZ3-74-3;WZ3-74-9;WZ3-75-0;WZ3-77-1;WZ3-77-2;WZ3-77-3;WZ3-77-4;WZ3-78-1;WZ3-78-2;WZ3-78-3;WZ3-79-1;WZ3-79-9;WZ3-80-1;WZ3-80-2;WZ3-80-3;WZ3-81-1;WZ3-81-2;WZ3-81-3;WZ3-82-1;WZ3-82-2;WZ3-82-3;WZ3-82-9;WZ3-85-1;WZ3-85-2;WZ3-85-3;WZ3-85-4;WZ3-85-5;WZ3-85-6;WZ3-86-1;WZ3-86-2;WZ3-86-9;WZ3-87-1;WZ3-87-2;WZ3-87-3;WZ3-87-9;WZ3-88-1;WZ3-88-9;WZ3-90-0;WZ3-91-0;WZ3-92-0;WZ3-93-1;WZ3-93-2;WZ3-94-1;WZ3-94-2;WZ3-94-9;WZ3-95-1;WZ3-95-2;WZ3-96-0;Summe-Betriebe
11;12060045;Chorin;120605011;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;122.05;88;-4.66;-6.26;-26.88;-6.18;2281;3.86%;18.69;0.67;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;3;6;0;2;0;0;3;0;1;0;0;0;2;0;1;1;0;0;0;0;1;1;2;0;0;0;1;0;0;0;0;0;0;1;0;6;0;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;5;0;1;0;0;0;3;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;82
12;12060052;Eberswalde, Stadt;120600052;0;konstant;0;3;3;mittel;Nein;1;bis unter 15 Minuten;2;mittlere Besiedlungsdichte;2;Mittelstadt;4;schrumpfend;93.65;3,073;-2.71;-7.05;1.73;-6.4;38897;7.90%;415.34;15.77;0;0;0;0;0;1;1;0;0;1;0;5;0;1;0;0;0;0;1;0;2;0;1;0;0;4;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;4;0;0;0;0;0;1;10;0;0;0;2;7;0;3;1;0;1;0;1;1;0;1;0;1;0;0;2;3;7;1;0;1;0;0;1;0;0;0;0;2;0;1;0;0;6;1;6;5;6;1;2;1;0;0;2;4;1;4;9;2;0;1;1;73;65;30;27;25;18;3;15;2;3;5;2;5;15;2;29;18;6;13;28;18;83;1;17;0;0;18;10;0;1;0;0;1;3;5;4;7;1;0;1;53;9;8;1;0;4;0;1;0;2;0;0;2;18;2;4;5;2;0;0;2;0;4;26;0;0;65;19;26;18;8;8;52;7;3;0;5;0;4;4;1;12;2;2;0;9;0;5;8;1;11;0;5;0;4;6;20;11;4;2;1;7;2;1;7;3;16;0;4;81;34;7;0;5;1;8;8;11;0;8;14;2;1;3;27;1;6;73;1477
13;12060068;Friedrichswalde;120605006;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;45.07;22;0.95;1.36;-25.83;-6.81;809;2.72%;17.95;0.93;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;7;4;0;4;0;0;0;0;1;0;0;0;0;1;1;2;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;42
14;12060092;Hohenfinow;120605011;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;21.83;34;-4.66;-6.26;-26.88;-6.18;512;6.64%;23.45;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
15;12060100;Joachimsthal, Stadt;120605006;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;121.73;194;0.95;1.36;-25.83;-6.81;3352;5.79%;27.54;1.27;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;3;1;0;1;0;13;16;1;2;3;1;0;2;0;0;0;0;0;3;0;5;2;1;0;2;1;6;0;2;0;0;1;1;0;1;0;0;0;0;0;2;4;3;0;1;8;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;11;1;2;1;0;2;3;0;0;0;2;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;1;0;1;1;0;0;0;0;1;0;0;2;0;0;9;154
16;12060128;Liepe;120605011;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;10.85;33;-4.66;-6.26;-26.88;-6.18;646;5.11%;59.54;2.3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;25
17;12060149;Lunow-Stolzenhagen;120605011;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;33.91;63;-4.66;-6.26;-26.88;-6.18;1206;5.22%;35.56;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;9;1;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;34
18;12060154;Marienwerder;120605003;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;1;stark wachsend;40.32;58;1.69;-2.65;14.88;-3.31;1739;3.34%;43.13;2.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;7;10;2;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;7;0;0;0;0;0;0;1;0;1;2;1;0;6;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;5;1;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;1;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;2;84
19;12060161;Melchow;120605003;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;1;stark wachsend;16.61;37;1.69;-2.65;14.88;-3.31;939;3.94%;56.53;2.41;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;2;0;2;0;0;2;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;40
20;12060172;Niederfinow;120605011;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;13.29;25;-4.66;-6.26;-26.88;-6.18;610;4.10%;45.9;1.88;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
21;12060176;Oderberg, Stadt;120605011;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;36.12;153;-4.66;-6.26;-26.88;-6.18;2165;7.07%;59.94;2.27;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;9;6;5;0;3;0;0;1;0;0;0;0;0;0;0;1;2;0;1;3;1;3;0;1;0;0;0;2;0;0;0;0;0;0;0;1;3;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;4;2;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;6;82
22;12060181;Panketal;120600181;0;auf und ab;0;0;1;niedrig;Ja;1;bis unter 15 Minuten;2;mittlere Besiedlungsdichte;3;Größere Kleinstadt;1;stark wachsend;25.85;443;2.55;-3.04;19.12;-1.11;19721;2.25%;762.9;31.91;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;2;0;1;0;1;0;0;0;1;2;0;1;0;3;8;0;2;1;3;63;76;41;7;21;6;1;14;0;3;1;0;1;3;0;14;7;1;7;18;4;20;0;5;0;0;2;17;0;0;0;0;0;0;7;12;2;0;0;0;20;4;2;2;0;0;1;0;0;0;0;0;0;26;3;8;1;0;0;0;0;0;1;10;0;2;25;16;6;10;0;20;54;1;1;0;9;0;5;0;1;8;2;1;1;5;0;1;0;0;1;1;1;0;1;9;16;4;3;0;7;10;3;0;3;2;12;0;0;21;15;2;0;0;0;6;2;17;2;1;4;3;0;0;3;0;4;30;825
23;12060185;Parsteinsee;120605011;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;17.06;44;-4.66;-6.26;-26.88;-6.18;552;7.97%;32.36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;17
24;12060192;Rüdnitz;120605003;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;1;stark wachsend;13.92;70;1.69;-2.65;14.88;-3.31;1967;3.56%;141.31;4.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;5;7;1;1;0;0;2;0;1;0;0;1;0;0;0;0;0;1;1;0;3;0;0;0;0;1;4;0;0;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;3;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;2;68
25;12060198;Schorfheide;120600198;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;2;wachsend;238.2;409;-2.28;-7.21;13.93;-4.54;9759;4.19%;40.97;2.1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;4;0;0;0;1;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;0;0;1;19;1;0;0;0;1;2;5;1;1;6;1;0;1;1;30;35;17;14;6;4;4;11;1;2;0;0;3;4;0;7;3;5;3;14;2;15;0;7;0;0;5;3;0;1;0;0;0;0;3;1;8;1;1;0;21;2;3;0;0;0;0;0;0;0;0;0;0;8;0;1;2;1;0;0;1;0;1;2;0;2;19;5;3;5;2;9;26;1;1;0;4;0;1;0;0;2;3;0;1;2;0;1;0;0;0;0;0;0;3;5;7;8;1;1;1;2;4;2;2;0;3;0;0;10;5;3;0;1;0;4;2;7;1;1;2;1;1;0;3;0;0;14;500
26;12060250;Sydower Fließ;120605003;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;1;stark wachsend;32.39;40;1.69;-2.65;14.88;-3.31;886;4.51%;27.35;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;21
27;12060269;Wandlitz;120600269;-1;negativ;-1;1.5;2;niedrig;Ja;1;bis unter 15 Minuten;3;gering besiedelt;2;Mittelstadt;1;stark wachsend;162.84;709;4.23;-1.05;6.11;-2.65;21656;3.27%;132.99;7.27;0;0;0;1;0;4;0;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;8;0;1;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;1;0;0;1;6;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;2;0;2;2;6;0;1;0;3;1;2;2;1;2;13;1;1;1;2;72;90;50;24;27;9;2;25;3;1;2;1;4;8;1;21;5;7;8;28;9;44;2;12;0;0;4;13;0;1;0;1;0;1;6;9;13;5;1;1;43;8;8;2;0;2;1;0;0;0;0;0;0;14;1;9;5;1;0;1;0;0;2;9;1;6;44;24;11;13;6;23;59;2;0;0;11;0;6;2;3;4;6;2;0;6;0;1;2;0;3;1;4;1;1;10;17;21;11;0;5;13;3;0;4;1;12;0;0;19;21;1;0;0;0;2;7;27;0;0;3;2;0;0;6;0;2;47;1184
28;12060280;Werneuchen, Stadt;120600280;1;auf und ab;0;2.5;4;mittel;Ja;1;bis unter 15 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;1;stark wachsend;117;351;1.39;-2.35;30.87;-3.77;8197;4.28%;70.06;3.63;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;1;1;1;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;6;0;1;0;2;2;1;2;0;0;5;2;0;0;0;21;36;33;2;10;5;2;8;3;2;2;0;5;6;1;11;3;2;2;2;4;7;2;5;0;0;3;13;0;0;0;0;0;3;9;2;4;0;1;1;10;1;2;0;0;1;0;0;0;0;0;0;0;2;1;2;1;1;0;0;1;0;0;4;0;1;10;7;2;1;2;6;16;0;1;0;5;0;1;0;0;2;2;1;2;1;0;1;0;0;0;0;0;0;1;5;10;5;0;0;5;2;0;1;0;0;3;0;0;7;3;0;0;1;0;1;4;4;0;1;1;1;0;0;1;0;1;19;425
